id,label,subject,sa_score,sa_is_spam,sa_prediction,fired_rules,error
enron_may-l_inbox_304.,legitimate,TRV Notification: (NG - Price P/L - 12/04/2001),1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_saibi-e_inbox_1095.,legitimate,IMPORTANT VIDEO ANNOUNCEMENT,0.5,0,legitimate,"NO_RECEIVED,BAYES_20,SUBJ_ALL_CAPS,NO_RELAYS",
enron_salisbury-h_inbox_560.,legitimate,NON-STANDARD TRADING DAYS FOR THE NEXT FEW DAYS,0.5,0,legitimate,"NO_RECEIVED,BAYES_40,SUBJ_ALL_CAPS,NO_RELAYS",
enron_mann-k_sent_items_97.,legitimate,Re: Deerfield Guarantee,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_scott-s_sent_items_246.,legitimate,RE: Questar Deal #803604 - June,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_shackleton-s_sent_5584.,legitimate,"Enron Credit Inc. (""ECI"")",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_lenhart-m_sent_489.,legitimate,Re: What's Up?,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mcconnell-m_sent_460.,legitimate,"Re: EXECUTIVE COMMITTEE MEETING - MONDAY, OCTOBER 30",2.2,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,SUBJ_ALL_CAPS,NO_RELAYS",
enron_giron-d_inbox_112.,legitimate,Sitara Netco Access,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_thomas-p_inbox_120.,legitimate,Update to Bus Pass Information,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_baughman-d_inbox_109.,legitimate,*Updated* Nightly Duties and MDEA Load sheets folder,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kean-s_sent_items_101.,legitimate,FW: Security Document for Management Committee,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kaminski-v__sent_mail_2358.,legitimate,"Re: May 9/10, 2000 Seminar",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_buy-r__sent_mail_105.,legitimate,"Re: California Action and Next Steps Meeting. Monday, January 22",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_sager-e_inbox_247.,legitimate,"FW: RTO Developments, August 22, 2001",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mann-k_sent_3680.,legitimate,"Re: FW: [Fwd: Revised Draft of Entergy/MDEA Interconnection
Agreement]",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_shackleton-s_sent_6308.,legitimate,"Morgan Stanley Capital Services Inc. (""MSCI"") and ENA",-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_jones-t_sent_409.,legitimate,TXU Energy Trading,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c_sent_items_648.,legitimate,RE: Dominion Producers,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kaminski-v__sent_mail_753.,legitimate,another addition from Enron Tiger member,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_shankman-j_sent_items_53.,legitimate,RE: requested pix from Mondo Cane,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_horton-s_sent_1.,legitimate,RE: Rehabilitation,-0.0,0,legitimate,"NO_RECEIVED,BAYES_20,NO_RELAYS",
enron_symes-k_sent_580.,legitimate,Re: 2/10/01 Checkout,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c__sent_mail_1779.,legitimate,,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_bass-e__sent_mail_366.,legitimate,RE: Taylor,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_mann-k_sent_902.,legitimate,Re: Yorkville Annexation Agreement,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_dasovich-j_sent_3043.,legitimate,"Re: Urgent - Steve Kean to testify at Senate hearing, need info",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_steffes-j_sent_items_231.,legitimate,"RE: Meeting with Edison (John Fielder) re: Getting Edison to Pay Us
What We're Owed for the PX Credit",-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_stepenovitch-j_inbox_102.,legitimate,Natural Gas Gridiron Waivers,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_forney-j_sent_items_91.,legitimate,RE: TECO Start Charges,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mann-k_sent_1499.,legitimate,Re: Turbine Assignment Memo,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_taylor-m_sent_1047.,legitimate,EnronOnline Posting Agreement,-1.8,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,BAD_CREDIT",
enron_jones-t_sent_6240.,legitimate,"Click Paper Approvals, 05-08-2001",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_giron-d__sent_mail_318.,legitimate,FW: Total Regret,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_skilling-j_inbox_1379.,legitimate,Credit Card Info,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_buy-r_sent_items_143.,legitimate,Retail Credit,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_sanders-r_sent_660.,legitimate,Seasons Greetings and a Favor,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS,LOTS_OF_MONEY",
enron_sager-e_sent_94.,legitimate,Re: no questions?,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c__sent_mail_439.,legitimate,Re: Cove Point Contract,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_love-p_sent_items_79.,legitimate,NYMEX,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_bass-e_sent_539.,legitimate,Re: Rules,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_weldon-c_sent_items_168.,legitimate,RE: tickets,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_20,NO_RELAYS",
enron_harris-s_inbox_55.,legitimate,"Western Energy--Winter Demand Peaks Not Expected to Result in Price
Spikes or Reliability Problems - CERA Monthly Briefing",0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_40,NO_RELAYS",
enron_dorland-c_sent_283.,legitimate,Employee Referral Program,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_beck-s_sent_818.,legitimate,Re: Thanks!,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_lucci-p_sent_items_141.,legitimate,RE: keep in touch,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_allen-p_sent_items_116.,legitimate,,-0.5,0,legitimate,"NO_RECEIVED,BAYES_05,NO_RELAYS",
enron_germany-c__sent_mail_1456.,legitimate,Capacity Offer,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_campbell-l_inbox_1393.,legitimate,Come see our new holiday collection!,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_bass-e_sent_707.,legitimate,Carthage GAS DAILY MONTHLY INDEX,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_lenhart-m_sent_988.,legitimate,Purchase Malin and Socal Topock,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_fossum-d__sent_mail_748.,legitimate,FW: KSAV letter,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_forney-j_sent_items_140.,legitimate,RE: Do you need help w/Kobra,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_40,NO_RELAYS",
enron_taylor-m_sent_350.,legitimate,Online Trading Agreements,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_cash-m_sent_594.,legitimate,196052_2,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mann-k__sent_mail_1661.,legitimate,Re: GE Turbine Contract.,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_20,NO_RELAYS",
enron_mann-k__sent_mail_634.,legitimate,Re: Doctor's Report,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mclaughlin-e_inbox_18.,legitimate,"FW: PLEASE REVIEW - PROGRESS REPORT from testing on Monday, Feb 4th
& WEDNESDAY AND THURSDAY TESTING SCHEDULE",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_love-p__sent_mail_534.,legitimate,Re: central orig,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_salisbury-h_sent_items_26.,legitimate,available tranny,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_shackleton-s_sent_261.,legitimate,Re: Pastoria - Revised Enron/GE Agreement,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_dean-c_inbox_733.,legitimate,Real Time Deals for October 4rd,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_lenhart-m_sent_558.,legitimate,Re: One more try,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_steffes-j_sent_items_1362.,legitimate,RE: Rate Curve reviews,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_weldon-c_inbox_32.,legitimate,Enron Center South Technology Watch,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mann-k_sent_212.,legitimate,ENA/Peoples CA,-0.0,0,legitimate,"NO_RECEIVED,BAYES_20,NO_RELAYS",
enron_hyvl-d_sent_260.,legitimate,EnergyOne Ventures LP,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_lavorato-j__sent_mail_18.,legitimate,Re: A resume - Canadian trader,0.8,0,legitimate,"NO_RECEIVED,BAYES_50,NO_RELAYS",
enron_germany-c__sent_mail_408.,legitimate,EGAN Storage,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_taylor-m_sent_1042.,legitimate,Conference call,-0.0,0,legitimate,"NO_RECEIVED,BAYES_20,NO_RELAYS",
enron_germany-c__sent_mail_895.,legitimate,Transport Usage,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_beck-s_inbox_455.,legitimate,Update on SAP System Response,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_stepenovitch-j_inbox_81.,legitimate,<<Concur Expense Document>> - Las Vegas Outing,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_symes-k_sent_684.,legitimate,Re: Natsource Checkout,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_taylor-m_sent_items_435.,legitimate,RE: JDRF CYBER AUCTION - CONGRATS,2.2,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,SUBJ_ALL_CAPS,NO_RELAYS",
enron_giron-d_sent_items_150.,legitimate,RE: This weekend,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_allen-p_sent_186.,legitimate,Executive Impact and Influence Course,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_lenhart-m_sent_271.,legitimate,RE:,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_watson-k_sent_items_314.,legitimate,FW: Conference Call,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_hyatt-k_sent_items_3.,legitimate,FW: Fw: pet peeves,-0.5,0,legitimate,"NO_RECEIVED,BAYES_05,NO_RELAYS",
enron_fischer-m_sent_3.,legitimate,WR613 Pitch System Performance,-0.5,0,legitimate,"NO_RECEIVED,BAYES_05,NO_RELAYS",
enron_jones-t_sent_390.,legitimate,Notice to Brokers re: Name Change,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_germany-c_sent_1326.,legitimate,CES Transport,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_zipper-a_sent_items_11.,legitimate,RE: ICE,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_dasovich-j_sent_items_280.,legitimate,RE: ABX2 9,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_quigley-d_sent_items_467.,legitimate,RE: Confirmation: Risk Management Simulation Meeting 10/31/01,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_arnold-j_sent_591.,legitimate,Re: Receipt of Hedge Fund Information,-0.5,0,legitimate,"NO_RECEIVED,BAYES_05,NO_RELAYS",
enron_kaminski-v_sent_4144.,legitimate,"RDI Conference - May 17-19, 2000",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kaminski-v_sent_items_355.,legitimate,FW: final exam schedule,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_kaminski-v_sent_1873.,legitimate,Econ 1 Conference Invitation,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_allen-p_sent_items_176.,legitimate,FW: NGI access to eol,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_20,NO_RELAYS",
enron_blair-l_sent_items_105.,legitimate,RE: ETS' TW Teams Appreciation Luncheon - Last Round,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_nemec-g_sent_192.,legitimate,Future,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_nemec-g_sent_items_156.,legitimate,FW: Enfolio agreement,-0.5,0,legitimate,"NO_RECEIVED,BAYES_05,NO_RELAYS",
enron_martin-t_inbox_476.,legitimate,Enron Mentions- 11/20/01,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_skilling-j_sent_items_40.,legitimate,"RE: Dinner Monday, April 23",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_saibi-e_inbox_422.,legitimate,Please Read: Enron Virus Alert Update,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_love-p_sent_435.,legitimate,Credit Report--4/20/01,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,TVD_SPACE_RATIO",
enron_symes-k__sent_mail_53.,legitimate,Re: new deal,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_dasovich-j_sent_68.,legitimate,Re: Comments on Wholesale Issues,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_richey-c_sent_items_249.,legitimate,RE: FYI - out with flu today.,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_sanders-r_sent_812.,legitimate,Removal of Pier 23 case,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_beck-s_inbox_175.,legitimate,RE: Services Company,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kitchen-l_sent_items_1659.,legitimate,"Fw: model, files and apps",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_pimenov-v_sent_items_40.,legitimate,FW: FLU SHOTS,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kaminski-v_sent_4250.,legitimate,A visit,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_bass-e_sent_1266.,legitimate,Dirty SEC,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_dasovich-j_sent_4516.,legitimate,help...,0.8,0,legitimate,"NO_RECEIVED,BAYES_50,NO_RELAYS",
enron_cash-m_sent_77.,legitimate,Re: Fwd: Word Document,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c_sent_843.,legitimate,CES Confirms,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mann-k__sent_mail_1746.,legitimate,Re: Do you have a minute?,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c_sent_items_614.,legitimate,RE: Your fax,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_dasovich-j_sent_4031.,legitimate,,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_lenhart-m_sent_1209.,legitimate,FW: Bobby Knight Cartoon,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_love-p__sent_mail_180.,legitimate,,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_tholt-j_sent_items_144.,legitimate,"FW: [NEWSRELEASES-LIST] Energy Commission Approves Metcalf Power
Plant in San Jose",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_salisbury-h_inbox_602.,legitimate,"Available Opportunity - September 17, 2001 (Government and
Regulatory Affairs - Administrative Assistant Opening)",0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_20,NO_RELAYS",
enron_baughman-d_sent_items_74.,legitimate,RE: NOV TRANS RATES,-1.4,0,legitimate,"NO_RECEIVED,BAYES_00,SUBJ_ALL_CAPS,NO_RELAYS",
enron_cash-m_sent_571.,legitimate,Re: Leave Policy,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_skilling-j_sent_77.,legitimate,Re: YPO Area conference dates,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_ward-k__sent_mail_210.,legitimate,Re: Friday's visit,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c_sent_1707.,legitimate,TTT,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_perlingiere-d_sent_146.,legitimate,RE: Hey!,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_buy-r_inbox_754.,legitimate,ERV Notification: (Violation/Notification Memo - 08/27/2001),-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_dasovich-j_sent_3500.,legitimate,IEP Response to Governor's Press Release,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_love-p_sent_items_404.,legitimate,FW: Brooklyn,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_nemec-g_inbox_298.,legitimate,Unocal Term Sheet,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kaminski-v_sent_1530.,legitimate,Hiring Aram at a VP level,-0.0,0,legitimate,"NO_RECEIVED,BAYES_40,NO_RELAYS",
enron_kuykendall-t_sent_10.,legitimate,Socal Ehrenberg,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_blair-l_sent_items_626.,legitimate,RE: Omaha Marketing Meeting Notes,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mckay-b_sent_35.,legitimate,ClickAtHome Portal is HERE!,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_smith-m_inbox_273.,legitimate,,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_sanders-r_sent_869.,legitimate,"RE: IHI Arbitration: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT
COMMUNICATION",-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_gay-r__sent_mail_7.,legitimate,FW: San Juan Volumes,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_buy-r_inbox_788.,legitimate,Daily Cash Flow,-0.5,0,legitimate,"NO_RECEIVED,BAYES_05,NO_RELAYS",
enron_allen-p__sent_mail_143.,legitimate,Re: VaR by Curve,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_pereira-s__sent_mail_38.,legitimate,Re: Summer plans,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_dasovich-j_sent_items_551.,legitimate,RE: Conversation w/Jerry Hirsch of LA Times,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_kitchen-l_sent_items_1650.,legitimate,FW: Structuring Resources,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_whitt-m_sent_items_147.,legitimate,FW:Pioneer Powder River Gas Purchase Proposal,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_tycholiz-b_inbox_298.,legitimate,FW: One-pagers on RTOs and Hedging,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_germany-c_sent_402.,legitimate,CGAS Storage for Nipsco,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_bass-e__sent_mail_346.,legitimate,Brian's B-day,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_kitchen-l_inbox_143.,legitimate,Org chart,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_dasovich-j_inbox_708.,legitimate,Enron Mentions,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_saibi-e_inbox_17.,legitimate,Online Trading Simulation Feb 7th,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_delainey-d_sent_550.,legitimate,Q2,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS,LOTS_OF_MONEY",
enron_sager-e_sent_items_370.,legitimate,No More Confirms Agreement,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_lay-k_inbox_599.,legitimate,Computer Virus,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mclaughlin-e__sent_mail_20.,legitimate,FW: Gas Daily Deals,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_sager-e_inbox_346.,legitimate,Tennis,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_sanders-r_sent_items_120.,legitimate,FW: LEGAL CONFERENCE AGENDA,-0.5,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,SUBJ_ALL_CAPS,NO_RELAYS",
enron_dasovich-j_sent_items_119.,legitimate,RE: stakeholder list,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_giron-d_sent_459.,legitimate,FT-West deal that needs to be moved to FT-US/CAND-ERMS book,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_may-l_inbox_738.,legitimate,TRV Notification: (NG - Price P/L - 06/07/2001),1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_skilling-j_inbox_1509.,legitimate,Congrats,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_mann-k__sent_mail_2551.,legitimate,RE: ESA facility agreement - close to execution version,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_quigley-d_sent_items_31.,legitimate,RE: 7 lot pmg w/ Cinergy,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_benson-r_inbox_70.,legitimate,FirstEnergy Services Corp.,-1.9,0,legitimate,"NO_RECEIVED,BAYES_00,NO_RELAYS",
enron_platter-p_inbox_2.,legitimate,Access Card Information,0.4,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_05,NO_RELAYS",
enron_rogers-b__sent_mail_631.,legitimate,,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_kaminski-v_sent_2490.,legitimate,Option Valuation,3.6,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_40,NO_RELAYS,RISK_FREE",
enron_steffes-j_sent_items_493.,legitimate,FW: Texas Conversion to EDI Version 1.4,-1.0,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS",
enron_campbell-l_inbox_681.,legitimate,EnTouch Newsletter,1.5,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_00,NO_RELAYS,TO_NO_BRKTS_PCNT",
enron_gang-l_inbox_16.,legitimate,FW: avista purchase bpa cuts.xls,1.7,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_50,NO_RELAYS",
enron_dasovich-j_inbox_424.,legitimate,Need for Resources,0.9,0,legitimate,"NO_RECEIVED,DKIM_ADSP_NXDOMAIN,BAYES_20,NO_RELAYS",
enron_mann-k_sent_items_172.,legitimate,US Telenet,-0.0,0,legitimate,"NO_RECEIVED,BAYES_20,NO_RELAYS",
