id,source,subject,text,label,split
spamassassin_easy_ham_00018.6fee38026193b5adde4b56892a6f14bc,spamassassin,RE: [ILUG] Sun Solaris..,"In a nutshell - Solaris is Suns own flavour of UNIX.

> -----Original Message-----
> From: Kiall Mac Innes [mailto:kiall@redpie.com]
> Sent: 22 August 2002 17:23
> To: ILUG
> Subject: [ILUG] Sun Solaris..
>
>
> Can someone explain what type of operating system Solaris
> is... as ive never seen or used it i dont know wheather to
> get a server from Sun or from DELL i would prefer a linux
> based server and Sun seems to be the one for that but im not
> sure if Solaris is a distro of linux or a completely
> different operating system? can someone explain...
>
> Kiall Mac Innes
>
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for
> (un)subscription information. List maintainer: listmaster@linux.ie
>

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate,train
enron_arnold-j_sent_items_547.,enron,RE: New Power,"which way?

-----Original Message-----
From: Hayden, Frank
Sent: Friday, October 12, 2001 8:01 AM
To: Arnold, John; Maggi, Mike; May, Larry
Subject: New Power

For your radar screen, I'm hearing that New Power Company may want to hedge out exposure today. I'm unclear if it will be NYMEX, options or pipe options (T'CO)
Details are sketchy, once I know I'll pass it on

Frank",legitimate,train
nigerian_2030,nigerian,FROM MRS SHARONABED,"MRS sharonabed
Avenue 15,rue 12
Lot 1225,Deux Plateau
Abidjan-Coted'ivoire
Dear Sir/Ma.

It's my pleasure to contact you for a business venture which I and my Son AIL intend to establish in your country,Though I have not met with you before but I believe one has to risk, confiding in someone to
succeed sometimes in life.

There is this huge amount of money Eigtheen million U.S dollars($18,000,000.00) which my late Husband Mr.EDWARDS ABED kept for us in a security storage house there in Europe before he was assasinated by unknown persons.
Now my son and I decieded to invest these money in your country or anywhere safe enough outside Africa for security purposes.We want you to help us to transfer this fund to your country for investment purposes on the followings below:

1). Telecommunication

2). International School
3). Five star hotel

If you can be of an assistance to us we will be pleased to offer to you 10% Of the total fund.

I await your soonest response.

Extend my warmest regards to your entire family.

Thank you and God bless you.

Sincerely
Mrs. sharonabed",phishing,train
nazario_phishing-2025_311,nazario,Complete with Docusign: PayPãl [(813) 776-1433] Firearm Purchase Is Confirmed.pdf,"Hello Customer,

Notification - has sent you a new Docusign document to view and sign. Please click on the link below to begin signing.

Dear Customer,

We’ve detected a suspicious transaction on your PayPãl account that was recently approved through a verified merchant. If you did not authorize this payment, your immediate attention is required to avoid potential financial loss.

⸻

⚠ Transaction Summary
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;Item Purchased: Ruger Lite Rack LCP II .22 LR Semi-Auto Pistol
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;Amount Billed: $1199.99 USD
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;Payment Method: PayPãl
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;Invoice ID: &nbsp;#INV-389-38016672
⸻
❗ Why This Alert Matters

This Ruger Lite Rack LCP II .22 LR Semi-Auto Pistol was reportedly obtained for use in unlawful activities.

If you do not recognize this activity, we urge you to contact our Fraud Prevention Team IMMEDIATELY to freeze the transaction and secure your account.

⸻
📞 Contact Our 24/7 Security Team:

📞 +1 (813) 776-1433
(Please reference Invoice ID #INV-389-38016672 when calling)

⸻
✅ What Happens If You Delay?
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;The transaction will be finalized in the next 2 hours
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;Funds may not be recoverable after clearance
&nbsp; &nbsp; &nbsp; &nbsp;• &nbsp; &nbsp; &nbsp; &nbsp;Your PayPãl Buyer Protection may not apply without dispute initiation
⸻
Don’t ignore this alert — if you didn’t authorize this purchase, call us now.

Stay Safe,
PayPãl Account Security Department
📞 +1 (813) 776-1433

REVIEW DOCUMENT

https://na4.docusign.net/Signing/EmailStart.aspx?a=ba84b925-a945-4648-9a4d-f92e04555242&etti=24&acct=1eeef9a6-e8e0-475d-ab10-9a3ee2b8c040&er=88428465-4145-4723-bbea-7410cb863c9c

If clicking the link does not work, you can highlight and copy the entire line above and paste it into your browser to get started.

This message was sent to you by Notification - who is using the Docusign Electronic Signature Service. If you would rather not receive email from this sender you may contact the sender with your request.

Do Not Share This Email
This email contains a secure link to Docusign. Please do not share this email, link, or access code with others.

Questions about the Document?
If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly.

Stop receiving this email
Report this email https://protect.docusign.net/report-abuse?e=AUtomjpFak9GlbPL0zFFi11oi1vhKSm38AfGBHMgmBjY1FY3NGvjWssRAdRQTlBWUIMMaA9wLz8EXdqMnRWN7_PwzL0CTA3Jj6LdBkPMR_Z_8SrObUjR-WOmX7IlYRhcgpH43j9OuNGg-CQHSzw6dLMDl_bMLYYD7hXMJhy-P9SR8dDzRaladu0-DDl4ByaTKEL4rAAJDbsQYGYrraediw9XoH1fmq2mRIPFG5MxnLIU2BaPMMWIojlsTeDHDCELuji3F6PW-HyXmbTfHVPcWhmuvjBl90qOKSWPbu0UYQpy93UC8JP_0_z2R0mTixJofNdBWuu7E8JOGPBOLWD1g0Vk6BQ-TkpMk9gzYm_Bp9fYvPYHR9iPJQH7Sl8y3kxQzHQMqKoj51Iitcussd7O__Z5-8JMRlRlgieaUo0y3o09Ttsd3oSO4D7xsbBqIYMiiw&lang=en
Declining to sign
Managing notifications

If you have trouble signing, visit ""How to Sign a Document"" on our Docusign Support Center, or become part of the Docusign Community to access tips and guidance from peers.
https://support.docusign.com/s/articles/How-do-I-sign-a-DocuSign-document-Basic-Signing?language=en_US&#38;utm_campaign=GBL_XX_DBU_UPS_2211_SignNotificationEmailFooter&#38;utm_medium=product&#38;utm_source=postsend",phishing,train
enron_beck-s_inbox_217.,enron,Re: FW: information for bert stromquist,"Pat weatherspoon is aware of the boxes that are ready to transfer to hpl. We discussed with Bob and he wanted to handle after the holidays. Will get back to you with more when Pat on Wed

B
Beth Apollo",legitimate,train
spamassassin_easy_ham_01192.bf5336caa5be79062f70233fa759a1b8,spamassassin,Re: [gst-devel] Red Hat 8.0,"Hi,

> On Sun, 29 Sep 2002, Thomas Vander Stichele wrote:
>
> > INFO (15299: 0)gst_xml_registry_rebuild:1555: Plugin
> > /usr/lib/gst/libgstwincodec.so failed to load: Error loading plugin
> > /usr/lib/gst/libgstwincodec.so, reason: /usr/lib/libaviplay-0.7.so.0:
> > undefined symbol: _ZTVN10__cxxabiv120__si_class_type_infoE

> Are you using the same version of GCC to compile the plugin as its C++
> dependencies?

Yes, I am. Everything is built inside a chroot. I think it isn't linking
to a lib somewhere, I'm just not sure what lib it should preloading here.
Anyway to find out which one it is ?

Thomas

--

The Dave/Dina Project : future TV today ! - http://davedina.apestaart.org/
<-*- -*->
You came in just like smoke
With a little come on come on
come on in your walk
come on
<-*- thomas@apestaart.org -*->
URGent, the best radio on the Internet - 24/7 ! - http://urgent.rug.ac.be/

_______________________________________________
RPM-List mailing list
http://lists.freshrpms.net/mailman/listinfo/rpm-list",legitimate,train
nigerian_794,nigerian,Mr. John Coleman and Miss Rose Coleman,"Dear SIR,

I am Mr. John Coleman and my sister is Miss Rose Coleman, we are thehildren of late Chief Paul Coleman from Sierra Leone. I am writing you in absolute confidence primarily to seek your assistance to transfer our cash of twenty one Million Dollars ($21,000.000.00) now in the custody of a private Security trust firm in Europe the money is in trunk boxes deposited and declared as family valuables by my late father as a matter of fact the company does not know the content as money, although my father made them to under stand that the boxes belongs to his foreign partner.

Source of the money:

My late father Chief Paul Coleman , a native of Mende District in the Northerh province of Sierra Leone, was the General Manager of Sierra Leone Mining co-operation (S.L.M.C.) Freetown . According to my father, this money was the income accrued from Mining Co-operation's over draft and minor sales.

Before the peak of the civil war between the rebels forces of Major Paul Koroma and the combined forces of ECOMOG peace keeping operation that almost destroyed my country, following the forceful removal from power of the civilian elected President Ahmed Tejan Kabbah by the rebels. My father had already made arrangement for his family thats talking about my mother, my little sister and myself to be evacuated to HOLLAND NETHERLAND, with the CERTIFICATE OF DEPOSIT he made with a security firm in Europe through the aid

of U.N evacuation team.

During the war in my country, and following the indiscriminate looting of Public and Government properties by the rebel forces, the Sierra Leone mining coop. Was one of the target looted and it was destroyed. My father including other top Government functionaries were attaked and killed by the rebels in November 2000 because of his relationship with the civilian Government of Ahmed Tejan Kabbah.

As a result of my father's death , and with the news of my uncle's involvement in the air crash in Januaryit dashed our hope of survival. The untimely deaths caused my mother's heart failure and other related complications of which she later died in the hospital after we must have spent a lot of money on her early this year . Now my 18 years old sister and myself are alone in this strange country suffering without any care or help. Without any relation,we are nowlike refugees and orphans.

Our only hope now is in you and the boxes deposited in the Security Firm To this effect, I humbly solicit your assistance in the followings ways.

1. to assist me claim this boxes from the security Firm as our beneficiary

2. to transfer this money (USD$21M) in your name to your country
3. to make a good arrangement for a joint business investment on our
behalf in your country and you, our Adviser/ Manager

For your assistance, I have agreed with my younger sister that 15% of the total amount will be for your effort and another 5 % to cover all the expenses that may incur during the business transaction, Last, I urge you to keep this transaction strictly confidential as no one knows our where about.

Please as you show your willingness, Forward to us your full name, address and Tel/ Fax numbers, to me via my private email address as indicated bellow,(johnc7g@netscape.net) this is for security reasons as i will only be accessing my private email earnestly awaiting your response.

Thanks.

May God bless you as you assist us.

Mr. JOHN COLEMAN.",phishing,train
enron_jones-t_sent_1325.,enron,NYMEX Demutualization Vote Results,"FYI,

I spoke to my contact in the NYMEX Marketing Group and she told me that the
NYMEX demutualization vote passed 140-11.",legitimate,train
enron_giron-d__sent_mail_253.,enron,Credit Report--2/6/01,"---------------------- Forwarded by Darron C Giron/HOU/ECT on 02/06/2001
10:20 AM ---------------------------

From: Veronica Espinoza @ ENRON
02/06/2001 09:15 AM

To: Larry Joe Hunter/HOU/ECT@ECT, Bob Bowen/HOU/ECT@ECT, Kim S
Theriot/HOU/ECT@ECT, Melinda Whalen/CAL/ECT@ECT, Dianne Seib/CAL/ECT@ECT,
Janie Aguayo/HOU/ECT@ECT, Derek Bailey/Corp/Enron@ENRON, Kevin
Meredith/Corp/Enron@ENRON, Ellen Wallumrod/NA/Enron@ENRON, Celeste
Cisneros/NA/Enron@Enron, Diane Anderson/NA/Enron@Enron, Tiffany
Williams/NA/Enron@Enron, Cindy Feldman/CAL/ECT@ECT, Patricia
Boulanger/CAL/ECT@ECT, Linda Sietzema/CAL/ECT@ECT, Sharon
Crawford/CAL/ECT@ECT, Debbie R Brackett/HOU/ECT@ECT, Tanya
Rohauer/HOU/ECT@ECT, Tom Moran/HOU/ECT@ECT, William S Bradford/HOU/ECT@ECT,
Russell Diamond/HOU/ECT@ECT, Lesli Campbell/HOU/ECT@ECT, Nidia
Mendoza/HOU/ECT@ECT, Jeffrey C Gossett/HOU/ECT@ECT, Kam Keiser/HOU/ECT@ECT,
David Baumbach/HOU/ECT@ECT, Errol McLaughlin/Corp/Enron@ENRON, Darron C
Giron/HOU/ECT@ECT, Walter Guidroz/NA/Enron@Enron, Leslie Reeves/HOU/ECT@ECT,
Veronica Gonzalez/HOU/ECT@ECT, Phillip M Love/HOU/ECT@ECT, Jean
Bell/HOU/ECT@ECT
cc:
Subject: Credit Report--2/6/01",legitimate,train
spamassassin_easy_ham_00805.15e21951a8e03def748ffb6b0de7220a,spamassassin,Re: EBusiness Webforms: cluetrain has left the station,"Gary Lawrence Murphy wrote:
>
> Although it's like a total shock to 99.999% (5nines) of all the
> employed website designers out there, the truth is webforms /can/
> accept ""U.S. of A"" as a country. Incredible, but true. Web forms can
> also accept /multiple/ or even /free-form/ telephone numbers and can
> even be partitioned into manageable steps. All this can also be done
> without selling exclusive rights to your wallet to the World's
> Second-Richest Corporation (assuming Cisco is still #1) and vendor
> locking your business into their ""small transaction fee"" tithe.

Ah, but you've just gotten to the crux of the
situation. There's good design and bad design.
There's good testing and bad testing. The problem
is, anyone can design a good Web form, but nobody
does. I think ""best practices"" hasn't caught up
on main street Web enablement yet. There's some
really great packages on how to do this stuff and
in fact the usability people knew that Web forms needed
to be fixed 5 years ago, so that's why we got XForms
and XHTML. You can shoot yourself in the foot and
people usually do. What the problem is, they don't
even recognize that they're gimpy--ever. They just
keeping trundling along making a mess of everything
assured in their job security that they can build
Web forms without even caring if they can be
used or not beyond their test machine.

If you had a piece of software and a security warning
came out 5 years ago on it, would you run that software?
Wouldn't you have patched or upgraded something so fundamentally
broken 4 years and 11 months ago? What I want to know
is why would someone use Web forms best practices from
5 years ago? I mean you can get a college degree in that
time. Imagine if the next version of Microsoft Windows
or Red Hat Linux forced you to use a tiled window
manager? Sure, tiled windows were the best we had for
a brief period of time, but they are completely useless
except for some terminal based replacement applications.

The bottom line is, if you can't get across the
bridge, then it's broken regardless of whose fault
it really is, and it's the business that
needs to take responsibility as they are the ones that
wanted to put the bridge there in the first place.

Greg",legitimate,train
nigerian_2591,nigerian,FUND TRANSFER.,"MEMEO BANK OF SCOTLAND.

I want you to assist in a business venture
involving £ 35.700,000.00USD Thirty Five million seven hundred thousand
Pounds from a deceased customer(BANK OF SCOTLAND,LONDON) I am seeking
for a reliable person who will be capable to provide either an existing
bank account or set up a new or empty Bank account immediately to
receive
this fund.
I am Dr Bruce williams, Chief Executive of Corporate
(BANK OF SCOTLAND,LONDON).An accountant and bank manager, During the
course of our auditing I discovered a floating fund in adomiciliary
account opened in the bank in 1997 and since 2000 nobody has operated
on this account, After going though some old files,i discovered that
the owner of the account who is a foreigner died without any traceable
next of kin hence the dormant nature of the account and if I do not
remit this money out urgently it will be re-channeled into the bank's
reserve.
You will be given 15% of the total amount, 80% will be for me,
while 5% will be for expenses both parties might have incurred during
the process of this transaction.
I look forward to your earliest reply.

Dr Bruce williams",phishing,train
spamassassin_easy_ham_01538.5360a2f683734ab1db6aed00cb329fcb,spamassassin,[SAdev] [Bug 1075] RPM build puts wrong path in the *.cf files,"http://www.hughes-family.org/bugzilla/show_bug.cgi?id=1075

spamassassin-contrib@msquadrat.de changed:

What |Removed |Added
----------------------------------------------------------------------------
CC| |spamassassin-
| |devel@lists.sourceforge.net
AssignedTo|spamassassin- |spamassassin-
|devel@lists.sourceforge.net |contrib@msquadrat.de

------- Additional Comments From spamassassin-contrib@msquadrat.de 2002-10-08 04:16 -------
I'm gonna fix this one. I think the best solution will be to copy the modified
rules to blib and install them from there. Then the rules files will be
changed on build time and not install time, too.

------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.
You are on the CC list for the bug, or are watching someone who is.

-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-devel mailing list
Spamassassin-devel@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-devel",legitimate,train
enron_symes-k_sent_1140.,enron,Re: 4/10 checkout con't,"Diana says Amerex told her both deals were on the same ticket - so she
entered deal 577201at 50 mw. I asked her to get ahold of her contact at
Amerex to tell them they're checking out incorrectly.

Thanks,
Kate

Evelyn Metoyer@ENRON
04/11/2001 08:36 AM
To: Kate Symes/PDX/ECT@ECT
cc:

Subject: Re: 4/10 checkout con't

What's the status?

AMEREX
I see several sales to Puget in Diana's blotter at a $375 price, only one
with Amerex, and it's for 50 MW. I'll need to get ahold of her in the morning
to verify the brokers on these. I'll let you know as soon as I do.

Kate Symes @ ECT 04/10/2001 06:35 PM

To: Evelyn Metoyer/Corp/Enron@ENRON
cc:

Subject: Re: 4/10 checkout con't

BLOOMBERG
577573 - changed to Aquila
577533 - added .005 broker fee

AMEREX
577873 - LTNW sells EES/Cal'07-Cal'10/Off Peak/$44.50

PREBON
577849 - Jeff Richter buys BP (changed broker to Prebon)

AMEREX
I see several sales to Puget in Diana's blotter at a $375 price, only one
with Amerex, and it's for 50 MW. I'll need to get ahold of her in the morning
to verify the brokers on these. I'll let you know as soon as I do.

Thanks,
Kate

Evelyn Metoyer@ENRON
04/10/2001 03:15 PM
To: Kate Symes/PDX/ECT@ECT
cc:

Subject: 4/10 checkout con't

PREBON WEST

Jeff Richter
I am missing this deal:
Enron buys BP Energy Q4 SP-15 $205.00

AMEREX WEST

Dianna Scholtes
Amerex is showing the following deals on their checkout that I did not verbal:

1) Enron sells to Puget 4/11 25 mw of Mid-C at $375
2) Enron sells to Puget 4/11 25 mw of Mid-C at $375

Mike Swerzbin
Amerex is showing the following deals on their checkout that I did not
verbal:
1) Enron sells to EES 25 mw of Cal'07- Cal'10 off-peak Cobb at $44.50 fee of
.0075

BLOOMBERG

Mike Swerzbin
deal 577573
Bloomberg shows the cp as Aquila and enpower has Idaho Power

Matt Motley
deal 577533
Bloomberg show fee of $.005",legitimate,train
nazario_phishing-2021_50,nazario,jose@monkey.org Update Server,"---
| | |
---
|

# UPGRADE ACCOUNT

---
| |
---
| Dear **jose@monkey.org**
---
|
---
We are closing all old Version of Your E-mail **jose@monkey.org** .
|
---
**Tap below and sign-in to get a more organized mailbox to avoid being De-activated.**
| [UPGRADE NOW](https://firebasestorage.googleapis.com/v0/b/jekwows.appspot.com/o/general-hash.html?alt=media&token=221911af-c8bf-4316-bebc-d8dc199d15ba#jose@monkey.org)
---
| Thank You
Cinar Webmail Support
---

__",phishing,train
enron_giron-d__sent_mail_578.,enron,Re: TDS Security,"Put me down as primary with no secondary contact. Thanks.]

DG 3-9573

William E Kasemervisz
10/17/2000 06:46 PM
To: Kam Keiser/HOU/ECT@ECT, William Kelly/HOU/ECT@ECT, Darron C
Giron/HOU/ECT@ECT, David Baumbach/HOU/ECT@ECT
cc:
Subject: TDS Security

As you know I am moving to Global Products Risk Management soon. As part of
my delegation of duties I will be passing the TDS security on to the Enron
Security group and your groups.

Currently I get all SRRS requests to approve - This is what I need
someone from your group to do.
Then I setup the user in TDS with the correct Book access - This is what
security will do.

I would like a primary & secondary individual to be set up for approving SRRS
request from each desk. If you do not provide me with 2 names - you will be
listed as the primary.

My initial meeting with Security is tomorrow morning.

Bill
x5-7579",legitimate,train
spamassassin_easy_ham_02086.cce6b354269ae66f536b1e04b16a4197,spamassassin,Colophon 1,"URL: http://diveintomark.org/archives/2002/10/01.html#colophon_1
Date: 2002-10-01T00:11:05-05:00

_Jason Gurley_: Rap Sheet[1]. &#8220;I once played drums in a band with no name
that never played a single gig anywhere.&#8221;

[1] http://www.deeplyshallow.com/archive/000426.html",legitimate,train
enron_taylor-m_inbox_69.,enron,2001 ISDA Master Agreement Protocol,"This email is to update you on the status of the 2001 ISDA Master Agreement
Protocol (the ""Protocol""). As part of the Protocol, there were four annexes
that addressed the disappearance of the 12 national currency units on
January 1, 2002 and the introduction of the euro. These four annexes have
been separated from the Protocol and published on our website on September
24 as the 2001 Euro Protocol. The adherence period for the 2001 Euro
Protocol is September 24 to November 30, 2001. It was important to move
forward with the 2001 Euro Protocol, given the specific nature of the timing
of the introduction of the euro.

With respect to Annexes 1 through 8, we propose drafting a new ISDA Master
Agreement rather than moving forward with a Protocol. The continuing debate
on the details of Annexes 1 to 8, the relevance of the Protocol for these
provisions and the interest in moving forward with a new ISDA Master
Agreement are some of the reasons for this recommendation. An extraordinary
amount of effort has gone into preparing the Protocol and will provide a
strong basis for proceeding with a new ISDA Master Agreement. Please let me
know what your thoughts are on this suggested approach.

With respect to Annex 9, the Force Majeure Annex, we propose posting a Form
of Amendment and the Force Majeure provisions (as well as the Commentary) on
our website. This would allow firms to incorporate such language into their
Master Agreements on the basis of bilateral negotiation. Any views you may
have in light of the events of September 11 would be welcome.

Lastly, with respect to Annex 10, the Tax Protocol, our Tax Committee will
be contacted on Tuesday to determine how to proceed with respect to those
issues. Any views on this issue would also be welcome.

Please contact me as soon as possible to share your views. I can be reached
by email or by phone at 212-332-1203.

Thank you in advance.

Kimberly Summe
General Counsel",legitimate,train
enron_crandell-s_inbox_235.,enron,FW: Federal price limits backfire,"-----Original Message-----
From: Comnes, Alan
Sent: Thursday, July 05, 2001 10:16 AM
To: Alonso, Tom; Alvarez, Ray; Badeer, Robert; Belden, Tim; Calger, Christopher F.; Choi, Paul; Dasovich, Jeff; Driscoll, Michael M.; Fischer, Mark; Foster, Chris H.; Guzman, Mark; Hall, Steve C.; Heizenrader, Tim; Kaufman, Paul; Krebs, Holli; Mainzer, Elliot; Mallory, Chris; Malowney, John; Mara, Susan; Motley, Matt; Perrino, Dave; Platter, Phillip; Richter, Jeff; Rosman, Stewart; Scholtes, Diana; Stokley, Chris; Swain, Steve; Swerzbin, Mike; Symes, Kate; Williams III, Bill; Wolfe, Greg
Subject: Federal price limits backfire

www.sfgate.com Return to regular view
Federal price limits backfire
Some generators withhold power rather than abide by rate caps
David Lazarus, Chronicle Staff Writer
Wednesday, July 4, 2001
?2001 San Francisco Chronicle

URL: http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2001/07/04/MN186091.DTL

Officials in California and Nevada, after months of lobbying for federal regulators to cap Western power prices, warned yesterday that the newly imposed limits have had the unintended consequence of increasing a threat of blackouts in the two states.

The warnings were issued as California came within minutes of rolling blackouts yesterday afternoon, and one day after the first-ever rolling blackouts in Las Vegas forced energy-hungry casinos to shut off fountains and reduce air conditioning.

The two states are asking the Federal Energy Regulatory Commission to take a closer look at the so-called price mitigation plan and come up with revisions that would deter power companies from withholding electricity during shortages.

""We need some clarity to this order,"" said Oscar Hidalgo, a spokesman for the California Department of Water Resources, which is spending billions of dollars to keep the state's lights on.

""Generators need to be held accountable,"" he said.

The crux of the problem is that price limits kick in during shortages, yet power companies say these caps force them to sell power at below-market rates during periods of high demand.

Some companies have responded by holding back power rather than face the expense of shipping electricity from state to state. Each mile that electricity must be transmitted adds to the overall cost.

""No one's going to pay for transmission if the cost is near the caps,"" said Gary Ackerman, executive director of the Western Power Trading Forum, an energy-industry association in Menlo Park.

Ackerman said several companies in his organization decided that there was no economic advantage to offering power in regional markets when price controls are in effect.

""This means individual regions like California or Las Vegas could end up not having enough,"" Ackerman said. ""It increases the threat of blackouts.""

BLACKOUT ALERT CANCELED
California authorities issued a blackout alert at 1:45 p.m. yesterday when power reserves dipped to dangerously low levels. They canceled the alert about an hour later, after finding additional supplies.

""Everyone in the West is fighting for megawatts,"" said Stephanie McCorkle, a spokeswoman for the California Independent System Operator, which oversees the state's power network.

The Golden State's latest brush with lights-out conditions came a day after Nevada experienced its own rolling blackouts for the first time, prompting heavy power users such as the MGM Grand and Caesars Palace to dim their lights.

Don Soderberg, chairman of the Nevada Public Utilities Commission, said that the sudden power emergency took state authorities by surprise and that they are investigating to see what role the federal price limits may have had in exacerbating Monday's shortage.

""We're looking very closely at this,"" he said. ""There seems to be a potential for unintended consequences.""

Specifically, Soderberg said Nevada is focusing on operators of older, less- efficient plants who would find profit margins shrinking, if not vanishing, under capped prices.

""We're going to see how the caps might have played into this,"" he said.

The federal ceiling in 10 Western states, excluding California, is about $92 per megawatt hour. In California, a 10 percent surcharge is added because of the state's credit risk, bringing the price to just over $101.

Ackerman at the Western Power Trading Forum said regional price controls have extended California's power crisis to neighboring states.

""California sneezed and the rest of the region caught the virus,"" he said.

'LAWYERS LOOKING FOR LOOPHOLES'

California and Nevada officials, however, said that they still have faith that price limits can stabilize Western electricity markets but that federal regulators may have to tweak the system so that power companies cannot withhold output.

""The generators have banks of lawyers looking for loopholes (in the plan),"" said Hidalgo at the Department of Water Resources.

Unfortunately, it may take some time for the regulators to revisit an issue that they took up only with the greate",legitimate,train
spamassassin_easy_ham_2_00513.47608b2ef244915c124634e19c198150,spamassassin,[Webdev] mod_rewrite question,"I'm trying to wrap Zope up behind apache, so I can do VirtualHosts for
Zope.

I've a site on http://ip:8080/mysite.

I want that to appear as http://mysite.com/ - so:


ServerName mysite.com
DocumentRoot /var/www/mysite
RewriteEngine on
RewriteRule ^/(.*) http://localhost:8080/mysite/$1 [P]


Now, what happens is that apache grabs http://localhost:8080/mysite/ and spits
it out to the browser. Lovely. all works.

Except for framed pages (like Zope's management interface). It ends up
looking like:









and of course, that's not what my client should go to. Any ideas what I'm
doing wrong ?

Kate

_______________________________________________
Webdev mailing list
Webdev@linux.ie
http://www.linux.ie/mailman/listinfo/webdev",legitimate,train
nigerian_2060,nigerian,SABAAH AL-KHAYR.,"ASSALAMUALAIKUM
i am contacting you due to my condition,With the hope that you will carry out my last Legacy for humanity.I don�t know you,I am Salim Ibrahim 67 years old,Citizen of Saudi Arabia. I am presently in Cayman Island hospital suffering from lung cancer. i had partial stroke which has affected my speech and half of my body is paralyzed. i send you email with the help of my private nurse who is assisting me. My time here is no long as my health has deteriorated.

I have two boxes deposited with a security company in Europe. One contains Gold and precious stones which is equivalent to about 17.5 million dollars. The other is stashed with $15million dollars Cash. i want you to sell the Gold and use it to build an Orphanage in your country .Your reward will be precious stones for your Good deeds.

the orphanage in your country must be named (Salim Ibrahim Orphanage Home). if you are ready to do this and carry out my wish, then send me (1) Your full names, (2) Your phone/fax Number, (3) And your residential address

SABAAH AL-KHAYR.
Salim Ibrahim

___________________________________________________________________________
http://www.acsr.ac.th",phishing,train
nigerian_2385,nigerian,ATTENTION PLEASE,"Dear Sir,
Greetings !
I know this mail may come to you as a surprise considering the fact that we have not had any formal acquitance before,but before all the same I would want you for the Christ's sake to give this an immediate attention in view of the fact that the security of our live and possession is at stake,hence my aim of contacting you. I want you to be my foreign partner, I got your contact in cause of a serious search in the internet for a reliable foreign partner I am Miss.Rither Ahijo the daugther of a late Mr.Matts Ahijo, Who died three years ago when Revolutionary United Front Rebels(R.U.F) attacked our residence in Monrovia,Liberia following the cease fire agreement which was reached with the help of United Nations peace keeping troops,I and my mother one of immediate younger sister left our country to Dakar,Senegal for asylum.I am also to inform that my late father lodged the sum of (US$7.6 m) U.S Dollars, in the Bank in Europe, under my name, now I and my family,my younger
sister and brother had been granted asylum in Dakar - Senegal under (UNHCR).

Sir,I want you to help me retrieve this money from the bank in Europe to your country.Your help in helping us would make us to relocate from here to your country for a better life.
I would gladly appreciate every effort you would assist for me to have a new breath of life.I also hope that in entrusting you would not let me down.I look forward to hearing from you soon and the details informations would be sent to you.
please you can contact me with this E.mail. May God bless you in touching your heart to help me.
Thanks.
Yours Sincerely,
Rither Ahijo

---------------------------------
New Yahoo! Messenger with Voice. Call regular phones from your PC and save big.",phishing,train
spamassassin_easy_ham_00859.54a8c500034dd8056834ee17cec9c4cc,spamassassin,Re: ActiveBuddy,"----- Original Message -----
From: ""Gary Lawrence Murphy""

>
> f> What about a situation where you don't directly ask/talk to the
> f> bot, but they listen in and advise/correct/interject/etc?
>
> Do you do that? Do you hear two people at the next table say ""I'm
> going to Seattle tomorrow"" and you just /have/ to lean over and
> interject compulsively to tell them what you know about Seattle's
> weather?

Have you ever worked with Kragen?",legitimate,train
